order_id,gender_category,product_line,product_name,size,units_sold,mrp,discount_applied,revenue,order_date,sales_channel,region,profit,kmeans_cluster,hierarchical_cluster
2917,Men,Soccer,Phantom GT,,1.0,3204.72,,0.0,2024/12/21,Retail,Bangalore,1916.14,0,1
2920,Kids,Soccer,Mercurial Superfly,9,2.0,5891.32,1.18,-2120.88,,Retail,Kolkata,345.7,1,2
2922,Kids,Soccer,Tiempo Legend,XL,2.0,,1.2,0.0,16-01-2025,Online,Kolkata,3495.67,4,1
2006,Men,Lifestyle,Waffle One,XL,4.0,6064.42,,0.0,,Online,Hyd,2936.55,4,3
2928,Women,Lifestyle,Waffle One,6,3.0,,,0.0,07-09-2024,Online,Delhi,-1064.86,1,2
2932,Kids,Running,Air Zoom,12,0.0,,0.35,0.0,2025/03/01,Online,Bangalore,-427.86,2,4
2933,Women,Training,ZoomX Invincible,,2.0,9501.17,,0.0,2024-04-13,Retail,hyderbad,1069.32,1,1
2934,Women,Basketball,LeBron 20,XL,-1.0,2370.91,,0.0,2024-03-14,Online,Mumbai,3043.95,0,5
2935,Men,Lifestyle,Dunk Low,L,4.0,,,0.0,2024-05-13,Online,Hyd,478.07,1,3
2936,Women,Training,Flex Trainer,XL,1.0,6496.58,0.29,4612.57,2024-07-31,Retail,Pune,1933.1,5,1
2938,Kids,Soccer,Phantom GT,L,1.0,,,0.0,14-01-2025,Online,Delhi,2596.64,0,1
2939,Women,Basketball,Air Jordan,XL,4.0,6858.76,,0.0,,Retail,Mumbai,639.03,1,3
2940,Women,Soccer,Premier III,L,-1.0,8412.43,,0.0,2025/05/06,Retail,Hyd,-344.67,2,4
2941,Men,Lifestyle,Blazer Mid,XL,-1.0,9331.65,,0.0,2025-05-02,Retail,Kolkata,492.35,2,4
2942,Women,Training,Flex Trainer,10,4.0,5222.39,0.57,8982.51,2025/04/16,Online,Bangalore,-68.53,5,0
2943,Women,Training,SuperRep Go,7,-1.0,3390.0,,0.0,2024/10/09,Retail,Mumbai,-429.78,2,4
2945,Kids,Basketball,LeBron 20,XL,-1.0,3519.94,,0.0,,Online,Mumbai,3456.5,0,5
2948,Men,Basketball,Kyrie Flytrap,6,0.0,,0.16,0.0,2025/04/19,Online,Kolkata,1708.88,0,5
2036,Women,Soccer,Premier III,XL,2.0,,0.76,0.0,,Online,Mumbai,2469.75,4,1
2049,Men,Training,Metcon 7,M,2.0,,1.08,0.0,04-12-2024,Online,Bangalore,-400.59,1,2
2954,Women,Training,Flex Trainer,L,-1.0,4709.79,,0.0,,Retail,Pune,3397.29,0,5
2956,Kids,Training,ZoomX Invincible,,4.0,,0.86,0.0,2024-05-16,Online,Mumbai,3144.87,4,3
2958,Women,Lifestyle,Blazer Mid,,4.0,7898.87,,0.0,2025/05/07,Online,Mumbai,1097.55,1,3
2962,Women,Lifestyle,Air Force 1,9,-1.0,2446.23,,0.0,,Online,Hyderabad,727.92,2,4
2964,Kids,Basketball,Zoom Freak,,-1.0,,,0.0,2024-06-17,Online,Mumbai,995.42,2,4
2966,Kids,Training,Flex Trainer,8,3.0,,,0.0,2025-02-27,Online,Pune,333.36,1,2
2974,Men,Running,Pegasus Turbo,,3.0,,1.01,0.0,,Online,Bangalore,-29.28,1,2
2975,Kids,Soccer,Mercurial Superfly,10,1.0,5037.43,,0.0,2024/11/10,Online,Delhi,3279.17,0,1
2977,Kids,Training,ZoomX Invincible,8,3.0,2959.26,0.37,5593.0,,Online,Kolkata,-821.76,5,2
2980,Women,Running,React Infinity,L,4.0,8899.81,,0.0,,Retail,bengaluru,3075.35,4,3
2981,Kids,Soccer,Premier III,M,4.0,5185.52,,0.0,2025-01-10,Retail,Pune,2777.67,4,3
2989,Men,Soccer,Mercurial Superfly,M,1.0,6429.61,,0.0,2024-02-14,Online,bengaluru,2459.52,0,1
2993,Men,Soccer,Premier III,M,4.0,,,0.0,13-10-2024,Retail,Hyd,1770.74,4,3
2043,Women,Lifestyle,Waffle One,L,-1.0,,,0.0,2024-10-13,Retail,Mumbai,497.69,2,4
2033,Women,Soccer,Premier III,,0.0,,0.39,0.0,,Online,Kolkata,400.37,2,4
3000,Kids,Running,Free RN,M,1.0,,,0.0,,Retail,Mumbai,-1110.62,2,2
3002,Women,Lifestyle,Waffle One,,4.0,,,0.0,2024-11-22,Retail,Delhi,3535.87,4,3
3003,Men,Basketball,Zoom Freak,XL,2.0,,,0.0,2023-08-03,Online,Bangalore,-646.26,1,2
3004,Men,Training,ZoomX Invincible,XL,2.0,6897.68,,0.0,,Retail,Pune,2708.1,4,1
3006,Kids,Lifestyle,Blazer Mid,8,4.0,,0.89,0.0,,Online,Pune,1932.88,4,3
3007,Women,Soccer,Tiempo Legend,12,1.0,7680.16,1.23,-1766.44,2025/05/30,Online,Bangalore,-1076.72,2,2
3011,Women,Running,Pegasus Turbo,7,1.0,,0.5,0.0,,Retail,Hyderabad,3074.24,0,1
3012,Men,Lifestyle,Blazer Mid,L,2.0,3758.51,,0.0,,Retail,Hyd,94.77,1,2
3013,Kids,Basketball,Zoom Freak,XL,4.0,,0.96,0.0,16-06-2025,Retail,Kolkata,1039.09,1,3
3014,Men,Running,Air Zoom,,0.0,,,0.0,30-01-2025,Retail,Hyd,-1004.97,2,4
3015,Women,Running,React Infinity,,-1.0,,,0.0,,Online,Kolkata,2688.31,0,5
3016,Women,Running,Air Zoom,M,0.0,8931.44,,0.0,2024/08/31,Retail,bengaluru,868.59,2,4
3020,Kids,Lifestyle,Dunk Low,L,1.0,6153.37,,0.0,,Retail,Hyderabad,493.35,2,1
3021,Women,Soccer,Mercurial Superfly,6,4.0,,0.42,0.0,2023-09-21,Retail,Hyd,3050.7,4,3
3022,Kids,Training,ZoomX Invincible,L,-1.0,4318.48,,0.0,2025/05/14,Online,Delhi,271.37,2,4
3025,Kids,Lifestyle,Blazer Mid,L,4.0,,,0.0,2024/08/25,Retail,hyderbad,3005.88,4,3
3027,Women,Training,SuperRep Go,L,2.0,9593.27,,0.0,25-10-2024,Retail,Delhi,-1038.79,1,2
3028,Kids,Running,Air Zoom,L,4.0,5837.53,,0.0,29-01-2025,Retail,Kolkata,-471.86,1,2
3030,Men,Soccer,Mercurial Superfly,,3.0,6969.28,0.58,8781.29,2023-08-08,Online,Kolkata,98.19,5,0
3031,Kids,Soccer,Premier III,M,4.0,8588.14,,0.0,2023-10-11,Online,Kolkata,-117.68,1,2
3032,Men,Running,React Infinity,XL,0.0,,,0.0,16-01-2025,Online,Mumbai,450.75,2,4
3034,Men,Soccer,Premier III,M,2.0,,0.79,0.0,,Online,Pune,460.06,1,1
3035,Kids,Training,Flex Trainer,12,4.0,9625.47,,0.0,,Retail,hyderbad,-419.24,1,2
3036,Kids,Lifestyle,Dunk Low,11,2.0,2879.09,,0.0,2024/10/15,Retail,hyderbad,1129.11,1,1
3038,Kids,Lifestyle,Air Force 1,M,0.0,4195.03,,0.0,2025-01-27,Retail,Delhi,1068.18,2,4
3042,Men,Lifestyle,Air Force 1,M,1.0,,,0.0,,Online,Delhi,3750.11,0,1
3043,Men,Running,React Infinity,L,2.0,,,0.0,2025/04/11,Retail,Delhi,147.79,1,2
3044,Kids,Lifestyle,Air Force 1,7,3.0,4222.2,,0.0,,Retail,Hyderabad,931.4,1,3
3045,Kids,Soccer,Premier III,XL,1.0,2196.2,,0.0,,Retail,Bangalore,3809.54,0,1
3047,Women,Basketball,Kyrie Flytrap,,3.0,6175.84,0.9,1852.75,14-10-2024,Online,Hyderabad,-960.94,1,2
3048,Women,Lifestyle,Waffle One,6,1.0,,0.23,0.0,2025-07-17,Retail,Hyderabad,517.17,2,1
3050,Kids,Basketball,Kyrie Flytrap,,4.0,,,0.0,,Online,Delhi,205.25,1,3
3058,Men,Soccer,Phantom GT,M,-1.0,8048.66,,0.0,2023-08-01,Retail,Kolkata,3860.59,0,5
3059,Women,Running,React Infinity,L,3.0,,1.0,0.0,2025/06/19,Online,Hyderabad,3692.43,4,3
3062,Women,Soccer,Phantom GT,,1.0,6936.34,0.46,3745.62,19-03-2025,Retail,Mumbai,1647.34,0,1
3063,Kids,Running,Air Zoom,M,2.0,9676.61,,0.0,20-04-2025,Online,Mumbai,3674.74,4,1
3067,Men,Lifestyle,Blazer Mid,9,4.0,,,0.0,2024-03-05,Retail,hyderbad,1939.56,4,3
3068,Kids,Lifestyle,Air Force 1,L,4.0,4867.07,1.21,-4088.34,25-05-2025,Online,Delhi,2863.56,4,3
3069,Men,Training,Metcon 7,L,1.0,,1.23,0.0,13-04-2025,Online,Hyd,-6.91,2,2
3078,Men,Running,Free RN,M,1.0,2555.18,,0.0,14-09-2024,Online,Delhi,1820.38,0,1
3080,Kids,Running,Air Zoom,L,4.0,3317.71,,0.0,,Online,Hyd,-198.0,1,2
3082,Men,Training,Metcon 7,L,-1.0,,,0.0,2024/08/11,Online,Delhi,-65.96,2,4
3086,Kids,Basketball,Kyrie Flytrap,9,-1.0,,1.2,0.0,,Retail,Bangalore,-592.41,2,4
3087,Kids,Lifestyle,Waffle One,M,3.0,2765.77,,0.0,08-01-2025,Retail,bengaluru,2785.94,4,3
3088,Kids,Training,ZoomX Invincible,XL,3.0,,,0.0,,Online,Delhi,2418.74,4,3
3091,Women,Basketball,Air Jordan,,1.0,8666.84,0.3,6066.79,13-02-2025,Online,Hyderabad,204.77,5,0
3093,Women,Soccer,Tiempo Legend,10,3.0,,,0.0,29-06-2025,Retail,Kolkata,28.77,1,2
3096,Men,Training,ZoomX Invincible,,4.0,,0.9,0.0,05-03-2025,Online,Hyderabad,20.31,1,2
3100,Women,Training,ZoomX Invincible,7,4.0,,0.97,0.0,2025/06/30,Retail,Mumbai,1861.15,4,3
2021,Men,Lifestyle,Blazer Mid,8,3.0,3723.21,,0.0,22-06-2025,Online,bengaluru,-1133.4,1,2
3103,Kids,Lifestyle,Blazer Mid,,2.0,,,0.0,2025/01/06,Online,Mumbai,1567.18,4,1
3104,Men,Running,Free RN,L,0.0,7734.26,0.47,0.0,09-02-2025,Online,Bangalore,1921.82,0,5
3105,Women,Soccer,Phantom GT,L,4.0,,0.57,0.0,30-11-2024,Online,Pune,3176.71,4,3
3108,Kids,Soccer,Phantom GT,M,-1.0,,0.38,0.0,16-12-2024,Online,Mumbai,1350.25,2,4
3111,Women,Basketball,Air Jordan,XL,3.0,,,0.0,,Retail,Hyderabad,2732.23,4,3
3112,Men,Basketball,Kyrie Flytrap,L,1.0,,0.49,0.0,,Retail,Delhi,-532.65,2,2
3114,Women,Running,React Infinity,L,1.0,7627.37,,0.0,2025-03-27,Retail,bengaluru,2752.18,0,1
3115,Men,Running,React Infinity,6,4.0,,,0.0,,Retail,Delhi,693.29,1,3
3116,Kids,Basketball,Zoom Freak,M,3.0,,0.06,0.0,21-11-2024,Retail,Kolkata,-236.15,1,2
3122,Women,Basketball,Air Jordan,8,1.0,5835.6,1.04,-233.42,,Online,Kolkata,-1197.6,2,2
3125,Kids,Soccer,Phantom GT,XL,2.0,,0.7,0.0,2025/03/10,Online,Bangalore,1561.59,4,1
3127,Men,Training,ZoomX Invincible,XL,1.0,4614.33,0.47,2445.59,2024-10-07,Online,Pune,-440.44,2,2
3132,Kids,Lifestyle,Dunk Low,,2.0,5073.69,,0.0,12-07-2025,Online,Hyd,-1033.35,1,2
3135,Women,Soccer,Mercurial Superfly,XL,3.0,4009.47,1.21,-2525.97,28-08-2024,Online,Pune,2434.87,4,3
3141,Women,Training,ZoomX Invincible,11,-1.0,,,0.0,,Retail,Kolkata,-734.72,2,4
3143,Men,Training,Flex Trainer,7,3.0,3938.59,0.98,236.32,2024/08/23,Online,Mumbai,635.39,1,3
3146,Women,Soccer,Premier III,XL,1.0,,,0.0,2024-12-29,Retail,Hyd,1087.27,2,1
3148,Kids,Soccer,Tiempo Legend,8,3.0,,,0.0,,Retail,Bangalore,1125.29,1,3
3150,Women,Lifestyle,Dunk Low,,0.0,,,0.0,2024-10-04,Online,Kolkata,-848.63,2,4
3154,Kids,Running,Free RN,L,2.0,,0.95,0.0,21-04-2025,Online,Delhi,-1100.45,1,2
3158,Kids,Lifestyle,Air Force 1,12,2.0,,,0.0,,Online,Pune,324.37,1,1
3159,Women,Running,Air Zoom,10,-1.0,,,0.0,08-04-2025,Retail,Pune,2494.21,0,5
3162,Men,Soccer,Tiempo Legend,XL,2.0,,,0.0,2024-02-24,Online,Pune,1686.78,4,1
3163,Women,Running,Free RN,,2.0,8204.14,,0.0,2025-06-22,Retail,Delhi,961.65,1,1
3164,Men,Soccer,Premier III,,4.0,,,0.0,28-04-2025,Online,bengaluru,-382.88,1,2
3165,Women,Soccer,Phantom GT,XL,2.0,2530.29,0.29,3593.01,17-02-2025,Online,Kolkata,3264.03,4,1
3168,Women,Lifestyle,Air Force 1,7,2.0,6125.15,,0.0,2025/02/28,Retail,Delhi,61.83,1,2
3172,Men,Training,Metcon 7,9,-1.0,,0.39,0.0,2023-11-14,Retail,Pune,1877.19,0,5
3175,Women,Lifestyle,Dunk Low,10,-1.0,6583.76,0.71,-1909.29,2024/12/09,Retail,Mumbai,2194.69,0,5
3177,Kids,Lifestyle,Air Force 1,L,3.0,7042.12,0.89,2323.9,,Online,Mumbai,-411.55,1,2
3179,Women,Training,SuperRep Go,,3.0,,0.36,0.0,24-04-2025,Online,Mumbai,517.77,1,3
3181,Women,Running,Air Zoom,XL,1.0,,,0.0,,Retail,Delhi,2808.0,0,1
3183,Kids,Soccer,Phantom GT,XL,2.0,8074.82,,0.0,,Retail,Mumbai,2968.78,4,1
3187,Kids,Running,Air Zoom,,0.0,8979.45,,0.0,2025/01/15,Online,hyderbad,1709.08,0,5
3189,Men,Basketball,LeBron 20,L,3.0,6730.48,0.33,13528.26,2025/02/08,Online,Kolkata,1456.87,5,0
3191,Kids,Soccer,Mercurial Superfly,L,4.0,,,0.0,04-02-2025,Retail,Pune,2709.18,4,3
3192,Kids,Running,Free RN,M,1.0,,,0.0,2025-03-16,Online,Pune,2055.67,0,1
3194,Kids,Training,SuperRep Go,M,-1.0,,,0.0,2023-10-21,Online,Hyderabad,896.94,2,4
3195,Men,Lifestyle,Blazer Mid,,1.0,3259.95,,0.0,09-03-2025,Retail,Delhi,1423.92,0,1
3196,Women,Training,ZoomX Invincible,11,1.0,,,0.0,,Retail,Kolkata,425.5,2,1
3197,Men,Training,Metcon 7,M,-1.0,,,0.0,,Online,Delhi,751.76,2,4
3206,Kids,Basketball,Kyrie Flytrap,L,-1.0,4694.72,0.58,-1971.78,2024-03-25,Retail,Bangalore,3611.24,0,5
3207,Kids,Training,SuperRep Go,,2.0,,,0.0,,Retail,Pune,3909.06,4,1
3208,Kids,Training,Metcon 7,,0.0,,0.97,0.0,2025/04/12,Retail,Mumbai,2190.72,0,5
3210,Women,Training,SuperRep Go,M,4.0,6344.63,,0.0,,Online,Mumbai,160.73,1,3
3212,Kids,Soccer,Mercurial Superfly,M,4.0,7670.57,,0.0,2024-10-05,Retail,Kolkata,2025.11,4,3
3217,Men,Soccer,Tiempo Legend,6,1.0,4819.75,0.22,3759.41,2025/02/15,Retail,Pune,-514.9,2,2
3221,Women,Basketball,LeBron 20,,2.0,9682.68,0.88,2323.84,21-09-2024,Online,Pune,1650.44,4,1
3222,Kids,Basketball,Air Jordan,XL,-1.0,5300.32,,0.0,2024-10-08,Online,Bangalore,2593.48,0,5
3224,Women,Soccer,Phantom GT,,1.0,9872.38,0.18,8095.35,2025/03/18,Retail,Pune,233.85,5,0
3226,Men,Soccer,Mercurial Superfly,,2.0,4585.77,,0.0,2025/02/12,Retail,Pune,-241.59,1,2
3227,Women,Training,ZoomX Invincible,7,1.0,,0.2,0.0,,Online,Delhi,-604.23,2,2
3232,Kids,Lifestyle,Air Force 1,,0.0,,,0.0,2023-11-11,Online,Pune,2083.57,0,5
3233,Men,Soccer,Phantom GT,M,1.0,4091.68,,0.0,26-04-2025,Retail,Hyd,571.8,2,1
3235,Women,Training,SuperRep Go,,0.0,,0.75,0.0,,Retail,Hyderabad,1899.62,0,5
3236,Kids,Lifestyle,Blazer Mid,,4.0,,0.68,0.0,2025/07/21,Retail,hyderbad,-37.37,1,2
3237,Kids,Basketball,LeBron 20,L,3.0,5596.52,,0.0,2024-08-16,Retail,Mumbai,2926.28,4,3
3238,Women,Training,SuperRep Go,XL,1.0,4420.21,0.32,3005.74,,Retail,Mumbai,705.58,2,1
3239,Men,Running,Pegasus Turbo,XL,-1.0,,,0.0,,Retail,Mumbai,1810.07,0,5
3240,Kids,Basketball,Zoom Freak,9,-1.0,8776.59,,0.0,2024-05-27,Retail,Hyd,-1020.05,2,4
3243,Men,Lifestyle,Air Force 1,L,3.0,,,0.0,25-10-2024,Retail,Pune,1943.22,4,3
3244,Women,Training,Metcon 7,M,0.0,,,0.0,2025/03/13,Online,hyderbad,1750.18,0,5
3245,Women,Running,React Infinity,L,3.0,,,0.0,2024-05-19,Retail,Pune,3102.91,4,3
3247,Men,Training,ZoomX Invincible,,1.0,5888.37,,0.0,,Online,Mumbai,3687.47,0,1
3248,Women,Lifestyle,Blazer Mid,12,0.0,8234.91,,0.0,2024-11-24,Online,Mumbai,2984.1,0,5
3249,Kids,Lifestyle,Blazer Mid,M,1.0,4738.25,,0.0,2025/02/25,Online,bengaluru,731.1,2,1
3251,Men,Soccer,Premier III,7,-1.0,6735.33,,0.0,01-10-2024,Retail,Kolkata,3462.04,0,5
3252,Men,Basketball,Zoom Freak,10,1.0,,,0.0,2024-03-26,Online,Mumbai,-563.83,2,2
3255,Kids,Basketball,Air Jordan,XL,-1.0,6975.67,,0.0,02-03-2025,Online,Bangalore,960.65,2,4
3257,Women,Running,Free RN,7,-1.0,7056.01,,0.0,2025-01-19,Retail,Kolkata,1190.89,2,4
3258,Men,Lifestyle,Dunk Low,M,0.0,,,0.0,,Online,Mumbai,853.35,2,4
3259,Women,Lifestyle,Air Force 1,6,0.0,7305.78,,0.0,04-07-2025,Retail,Mumbai,573.79,2,4
3260,Men,Soccer,Mercurial Superfly,7,1.0,,,0.0,2025-06-28,Online,Mumbai,1287.17,2,1
3263,Women,Running,React Infinity,L,4.0,,,0.0,23-02-2025,Online,Mumbai,2278.12,4,3
3264,Men,Training,Metcon 7,,2.0,,0.13,0.0,08-06-2025,Online,Bangalore,-992.25,1,2
3265,Women,Soccer,Mercurial Superfly,M,4.0,,,0.0,22-09-2024,Retail,Bangalore,2860.71,4,3
2006,Kids,Training,Flex Trainer,7,3.0,,,0.0,,Retail,Delhi,-573.18,1,2
3273,Women,Soccer,Phantom GT,M,-1.0,5527.7,0.17,-4587.99,2024-02-04,Online,bengaluru,2577.59,0,4
3274,Men,Training,SuperRep Go,L,3.0,6031.14,0.15,15379.41,03-05-2025,Retail,hyderbad,169.05,3,0
3275,Women,Soccer,Premier III,L,4.0,,,0.0,2025/05/27,Retail,Hyd,1652.12,4,3
2046,Men,Soccer,Tiempo Legend,,-1.0,,,0.0,17-09-2024,Online,Bangalore,1314.84,2,4
3277,Men,Training,SuperRep Go,,4.0,,,0.0,2024/09/05,Online,bengaluru,293.59,1,3
3279,Kids,Soccer,Mercurial Superfly,XL,4.0,2572.41,0.1,9260.68,2024/11/09,Retail,Delhi,3098.28,5,0
3280,Kids,Training,SuperRep Go,XL,-1.0,7709.7,,0.0,2024-10-12,Online,Mumbai,663.54,2,4
3281,Men,Soccer,Mercurial Superfly,L,2.0,6075.6,,0.0,,Retail,Pune,93.8,1,2
3282,Kids,Basketball,Air Jordan,XL,4.0,,0.23,0.0,2024-05-19,Retail,Delhi,-190.17,1,2
3283,Men,Soccer,Premier III,XL,2.0,,,0.0,18-10-2024,Online,Mumbai,3871.51,4,1
3284,Women,Running,Free RN,,4.0,5776.74,,0.0,2024-08-20,Online,Kolkata,210.83,1,3
3285,Men,Training,Metcon 7,XL,4.0,,,0.0,05-10-2024,Online,Hyderabad,-401.38,1,2
3286,Kids,Basketball,LeBron 20,,0.0,4323.86,,0.0,16-01-2025,Retail,hyderbad,-577.54,2,4
3288,Kids,Lifestyle,Dunk Low,10,4.0,,,0.0,2024/07/25,Retail,Delhi,3852.98,4,3
3289,Men,Training,Metcon 7,M,-1.0,,,0.0,2024/09/13,Online,Pune,-878.7,2,4
3290,Kids,Lifestyle,Air Force 1,XL,2.0,7377.71,,0.0,,Online,Pune,2588.85,4,1
2021,Kids,Running,React Infinity,12,4.0,,,0.0,,Online,Hyderabad,2465.98,4,3
3298,Men,Training,ZoomX Invincible,,4.0,9716.03,,0.0,,Online,Mumbai,2961.23,4,3
3300,Women,Basketball,Air Jordan,L,2.0,,,0.0,18-12-2024,Retail,Bangalore,3436.23,4,1
3301,Women,Lifestyle,Waffle One,L,0.0,4492.46,,0.0,,Retail,Hyderabad,1018.52,2,4
3303,Kids,Soccer,Tiempo Legend,9,2.0,6380.5,,0.0,2024-10-19,Online,Kolkata,2846.02,4,1
3308,Men,Training,ZoomX Invincible,,0.0,,0.85,0.0,2025/04/08,Online,Bangalore,2625.19,0,5
3310,Women,Running,Free RN,M,4.0,,0.21,0.0,2025-04-18,Retail,Kolkata,2856.16,4,3
3311,Kids,Soccer,Premier III,M,0.0,,0.04,0.0,02-05-2025,Online,Delhi,3152.21,0,5
3312,Women,Basketball,Zoom Freak,M,1.0,8069.3,,0.0,25-05-2025,Retail,Pune,-95.96,2,2
3313,Kids,Basketball,Kyrie Flytrap,8,0.0,9460.52,,0.0,,Retail,hyderbad,-476.54,2,4
3314,Men,Training,ZoomX Invincible,9,2.0,7050.14,,0.0,,Retail,Hyd,-815.54,1,2
3317,Kids,Basketball,Air Jordan,10,3.0,,,0.0,,Online,hyderbad,3852.52,4,3
3321,Kids,Soccer,Tiempo Legend,M,4.0,4986.67,1.07,-1396.27,2025/01/15,Retail,Mumbai,3170.16,4,3
3323,Men,Running,Air Zoom,,-1.0,8130.74,0.07,-7561.59,2024-01-01,Retail,Delhi,-687.56,2,4
3327,Men,Training,Flex Trainer,12,3.0,,,0.0,10-03-2025,Online,bengaluru,-1155.61,1,2
3328,Women,Soccer,Phantom GT,,-1.0,,0.25,0.0,20-09-2024,Online,Pune,2132.49,0,5
3330,Women,Training,Metcon 7,M,-1.0,,0.85,0.0,,Online,Kolkata,1714.75,0,5
3331,Kids,Soccer,Phantom GT,L,-1.0,9040.55,,0.0,,Retail,Mumbai,2233.57,0,5
3333,Kids,Training,SuperRep Go,L,2.0,,,0.0,,Retail,Kolkata,1519.97,4,1
3334,Kids,Soccer,Tiempo Legend,L,3.0,2471.71,,0.0,2023-11-14,Online,Mumbai,1190.89,1,3
3337,Men,Training,ZoomX Invincible,L,4.0,,,0.0,2024-10-10,Online,Delhi,2915.13,4,3
3340,Kids,Soccer,Premier III,M,3.0,3248.74,,0.0,2024/12/29,Retail,Mumbai,2551.47,4,3
3341,Kids,Training,Metcon 7,8,3.0,8387.99,,0.0,2024-03-23,Online,Bangalore,1693.41,4,3
2037,Women,Lifestyle,Dunk Low,12,4.0,,1.23,0.0,2025-04-11,Online,Delhi,3651.05,4,3
3343,Kids,Basketball,Air Jordan,L,3.0,9405.77,,0.0,12-11-2024,Retail,hyderbad,1688.78,4,3
3346,Kids,Training,SuperRep Go,12,4.0,,0.15,0.0,,Retail,Delhi,3392.46,4,3
3349,Men,Training,ZoomX Invincible,M,0.0,8180.92,1.25,0.0,,Retail,Hyderabad,-481.2,2,4
2028,Men,Basketball,Kyrie Flytrap,7,4.0,2824.55,,0.0,,Online,Delhi,1123.78,1,3
3355,Kids,Basketball,LeBron 20,6,0.0,7781.4,1.14,0.0,2025/01/16,Online,Pune,1815.96,0,5
3356,Women,Soccer,Tiempo Legend,M,4.0,,,0.0,2025/03/13,Online,Mumbai,724.11,1,3
3357,Kids,Training,Flex Trainer,M,4.0,6206.45,0.5,12412.9,2025/04/05,Online,Delhi,678.42,5,0
3360,Women,Training,Metcon 7,M,4.0,,0.06,0.0,2024-07-31,Online,Bangalore,304.12,1,3
3361,Women,Basketball,LeBron 20,XL,0.0,,,0.0,,Retail,bengaluru,3007.91,0,5
3363,Women,Basketball,Kyrie Flytrap,,3.0,,0.6,0.0,18-02-2025,Online,bengaluru,39.86,1,2
3371,Men,Training,Flex Trainer,XL,1.0,2636.01,,0.0,26-04-2025,Retail,Delhi,2255.43,0,1
3374,Men,Training,Flex Trainer,M,4.0,4500.96,,0.0,16-12-2024,Online,Pune,1905.25,4,3
3375,Kids,Running,Free RN,M,0.0,2134.23,,0.0,2024/11/22,Online,Bangalore,1647.39,0,5
3377,Men,Basketball,Kyrie Flytrap,M,0.0,,0.38,0.0,,Online,hyderbad,1295.93,2,4
3378,Kids,Soccer,Phantom GT,XL,1.0,3642.74,,0.0,,Online,Kolkata,2416.87,0,1
3379,Men,Basketball,Air Jordan,,2.0,5000.49,0.86,1400.14,2024-10-23,Retail,Pune,3000.14,4,1
3380,Women,Basketball,Kyrie Flytrap,,2.0,2557.29,,0.0,,Online,Mumbai,3463.32,4,1
3381,Men,Training,ZoomX Invincible,,1.0,,,0.0,2024-02-23,Retail,Mumbai,2718.47,0,1
3382,Men,Basketball,LeBron 20,XL,2.0,9187.23,,0.0,10-01-2025,Retail,Hyd,1710.15,4,1
3387,Men,Soccer,Phantom GT,10,4.0,,1.07,0.0,2025-06-21,Retail,bengaluru,2821.58,4,3
3389,Women,Running,Air Zoom,M,3.0,9764.91,,0.0,2025-04-04,Online,Mumbai,3491.49,4,3
2044,Kids,Soccer,Premier III,XL,3.0,2068.95,0.81,1179.3,,Retail,Delhi,-182.98,1,2
3391,Women,Soccer,Mercurial Superfly,M,2.0,,,0.0,2023-11-14,Retail,hyderbad,1628.31,4,1
3392,Kids,Lifestyle,Dunk Low,,-1.0,,,0.0,,Online,Pune,-433.47,2,4
3394,Kids,Lifestyle,Dunk Low,XL,1.0,,,0.0,2024/11/03,Online,hyderbad,2396.11,0,1
3395,Women,Running,Free RN,L,3.0,,,0.0,2025/01/15,Online,Mumbai,3069.77,4,3
3398,Men,Basketball,LeBron 20,XL,2.0,2082.49,,0.0,2023-08-27,Retail,Kolkata,415.57,1,1
3405,Women,Lifestyle,Dunk Low,M,0.0,9986.17,1.04,0.0,2025-01-04,Online,Kolkata,1861.72,0,5
3407,Women,Lifestyle,Air Force 1,11,0.0,5704.39,1.11,0.0,18-01-2025,Retail,Delhi,-4.1,2,4
3409,Kids,Running,Air Zoom,M,1.0,6312.01,0.3,4418.41,08-09-2024,Retail,Delhi,-1106.07,2,2
3410,Kids,Running,Free RN,,0.0,,,0.0,01-01-2025,Retail,hyderbad,2396.55,0,5
3411,Kids,Soccer,Mercurial Superfly,9,0.0,,,0.0,,Retail,Pune,-970.59,2,4
3413,Kids,Soccer,Phantom GT,XL,2.0,,,0.0,2023-07-31,Online,hyderbad,2752.65,4,1
3414,Men,Lifestyle,Dunk Low,7,4.0,9996.22,,0.0,2025/01/21,Online,Mumbai,520.63,1,3
3415,Kids,Basketball,Air Jordan,L,-1.0,6165.08,,0.0,2024-03-06,Online,Hyderabad,-426.97,2,4
3418,Men,Soccer,Tiempo Legend,M,1.0,,1.24,0.0,,Retail,Bangalore,639.28,2,1
3419,Kids,Training,SuperRep Go,,4.0,,0.92,0.0,,Online,Mumbai,-1180.16,1,2
3420,Women,Soccer,Premier III,,1.0,3395.24,,0.0,,Online,Delhi,1266.29,2,1
3423,Kids,Basketball,Kyrie Flytrap,L,2.0,,,0.0,06-08-2024,Retail,Mumbai,106.0,1,2
3425,Women,Lifestyle,Dunk Low,,-1.0,2276.09,,0.0,2024/07/25,Online,Kolkata,2342.64,0,5
3427,Men,Running,Pegasus Turbo,8,1.0,,,0.0,,Retail,Mumbai,2741.85,0,1
3428,Women,Basketball,Air Jordan,6,1.0,2825.86,0.23,2175.91,03-12-2024,Online,Bangalore,625.3,2,1
